-----
maker-scaffold28133_len7439_cov91-augustus-gene-0.6	PREDICTED: uncharacterized protein C2orf50-like isoform X1	162	20	2.08E-18	60.25%				PTHR31909:SF2 (PANTHER); PTHR31909 (PANTHER)
augustus_masked-scaffold33167_len2528_cov89-processed-gene-0.1	---NA---	255				2	F:nucleic acid binding; F:zinc ion binding		IPR001878 (SMART); IPR001878 (G3DSA:4.10.60.GENE3D); IPR001878 (PFAM); IPR001878 (PROSITE_PROFILES); IPR001878 (SUPERFAMILY)
augustus_masked-scaffold33167_len2528_cov89-processed-gene-0.0	---NA---	161							no IPS match
maker-scaffold51956_len64690_cov84-snap-gene-0.66	alkaline tissue-nonspecific isozyme	492	20	2.07E-141	62.4%	2	P:metabolic process; F:phosphatase activity	EC:3.1.3.41	IPR001952 (PRINTS); IPR001952 (SMART); IPR001952 (PFAM); IPR017849 (G3DSA:3.40.720.GENE3D); PTHR11596:SF45 (PANTHER); PTHR11596 (PANTHER); cd00016 (CDD); IPR017850 (SUPERFAMILY)
snap_masked-scaffold51956_len64690_cov84-processed-gene-0.48	---NA---	111							no IPS match
snap_masked-scaffold103529_len37917_cov77-processed-gene-0.33	---NA---	397							no IPS match
snap_masked-scaffold103529_len37917_cov77-processed-gene-0.34	---NA---	78							no IPS match
maker-scaffold46448_len6870_cov81-snap-gene-0.7	homeobox Hox-D4	183	20	9.36E-40	85.7%	2	P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding		IPR020479 (PRINTS); IPR001356 (SMART); IPR009057 (G3DSA:1.10.10.GENE3D); IPR001356 (PFAM); PTHR24326:SF118 (PANTHER); PTHR24326 (PANTHER); IPR017970 (PROSITE_PATTERNS); IPR001356 (PROSITE_PROFILES); cd00086 (CDD); IPR009057 (SUPERFAMILY)
snap_masked-scaffold46448_len6870_cov81-processed-gene-0.2	---NA---	126							no IPS match
augustus_masked-scaffold21003_len9043_cov40-processed-gene-0.7	PREDICTED: uncharacterized protein LOC104894661	290	4	3.64E-8	42.5%	2	F:nucleic acid binding; F:zinc ion binding		IPR001878 (G3DSA:4.10.60.GENE3D); PF13975 (PFAM); cd00303 (CDD); IPR001878 (SUPERFAMILY); IPR021109 (SUPERFAMILY)
snap_masked-scaffold21003_len9043_cov40-processed-gene-0.14	PREDICTED: uncharacterized protein LOC103642686	182	1	1.16E-8	52%				IPR005162 (PFAM)
maker-scaffold116934_len13475_cov87_single-augustus-gene-0.16	---NA---	208							IPR000859 (G3DSA:2.60.120.GENE3D); IPR000859 (PFAM); IPR000859 (PROSITE_PROFILES); IPR000859 (SUPERFAMILY)
maker-scaffold116934_len13475_cov87_single-augustus-gene-0.15	plasminogen	341	20	1.37E-50	56.7%	2	P:proteolysis; F:serine-type endopeptidase activity	EC:3.4.21	Coil (COILS); IPR001314 (PRINTS); IPR001254 (SMART); G3DSA:2.40.10.10 (GENE3D); G3DSA:2.40.10.10 (GENE3D); G3DSA:2.40.10.10 (GENE3D); IPR001254 (PFAM); PTHR24256 (PANTHER); IPR033116 (PROSITE_PATTERNS); IPR018114 (PROSITE_PATTERNS); IPR001254 (PROSITE_PROFILES); IPR001254 (CDD); IPR009003 (SUPERFAMILY)
maker-scaffold7624_len44503_cov84-augustus-gene-0.34	serine threonine- phosphatase with EF-hands 1 isoform X1	625	20	5.33E-119	52.3%	3	F:protein binding; F:calcium ion binding; F:hydrolase activity		IPR006186 (PRINTS); IPR006186 (SMART); IPR002048 (SMART); IPR029052 (G3DSA:3.60.21.GENE3D); IPR002048 (PFAM); IPR004843 (PFAM); IPR011992 (G3DSA:1.10.238.GENE3D); IPR013235 (PFAM); PTHR11668 (PANTHER); PTHR11668:SF72 (PANTHER); IPR018247 (PROSITE_PATTERNS); IPR018247 (PROSITE_PATTERNS); IPR002048 (PROSITE_PROFILES); IPR000048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); cd00051 (CDD); IPR011992 (SUPERFAMILY); IPR029052 (SUPERFAMILY)
maker-scaffold7624_len44503_cov84-snap-gene-0.38	---NA---	80							no IPS match
augustus_masked-scaffold21373_len67842_cov81-processed-gene-0.9	orphan G- coupled receptor 40	758	20	6.73E-24	47.65%	3	F:G-protein coupled receptor activity; P:G-protein coupled receptor signaling pathway; C:integral component of membrane		IPR000276 (PRINTS); G3DSA:1.20.1070.10 (GENE3D); IPR000276 (PFAM); PTHR24242 (PANTHER); IPR000276 (PROSITE_PATTERNS); IPR017452 (PROSITE_PROFILES); SSF81321 (SUPERFAMILY); SSF81321 (SUPERFAMILY)
snap_masked-scaffold21373_len67842_cov81-processed-gene-0.46	---NA---	116							no IPS match
maker-scaffold12705_len19649_cov83-snap-gene-0.19	leucine-rich repeat-containing 74B-like	605	20	3.83E-150	70.65%	2	F:protein binding; F:calcium ion binding		Coil (COILS); SM00368 (SMART); IPR002048 (PFAM); IPR011992 (G3DSA:1.10.238.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR001611 (PFAM); PTHR24114:SF21 (PANTHER); PTHR24114 (PANTHER); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); cd00051 (CDD); SSF52047 (SUPERFAMILY); IPR011992 (SUPERFAMILY)
maker-scaffold12705_len19649_cov83-augustus-gene-0.18	---NA---	135							no IPS match
snap_masked-scaffold149916_len19966_cov83_single-processed-gene-0.10	PREDICTED: uncharacterized protein LOC103522562	495	1	4.77E-9	40%				no IPS match
snap_masked-scaffold149916_len19966_cov83_single-processed-gene-0.9	---NA---	298							Coil (COILS)
snap_masked-scaffold3917_len46394_cov84-processed-gene-0.36	---NA---	200							Coil (COILS); Coil (COILS); Coil (COILS)
snap_masked-scaffold12134_len44781_cov81-processed-gene-0.30	---NA---	822							Coil (COILS); Coil (COILS)
maker-scaffold4595_len117211_cov81-snap-gene-0.145	phosphatase 1 regulatory subunit 42	299	20	6.07E-93	69.8%	1	F:protein binding		SM00365 (SMART); IPR025875 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); PTHR24365 (PANTHER); PTHR24365:SF363 (PANTHER); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR032675 (SUPERFAMILY)
snap_masked-scaffold103542_len72818_cov82-processed-gene-0.63	---NA---	218							no IPS match
snap_masked-scaffold103542_len72818_cov82-processed-gene-0.62	---NA---	68							no IPS match
augustus_masked-scaffold10675_len62077_cov75-processed-gene-0.1	Collagen alpha-1(IV) chain	1744	20	0E0	51.15%	3	C:collagen trimer; F:extracellular matrix structural constituent; C:proteinaceous extracellular matrix		Coil (COILS); IPR001442 (SMART); IPR008160 (PFAM); IPR001442 (G3DSA:2.170.240.GENE3D); IPR001442 (PFAM); PTHR24023:SF519 (PANTHER); PTHR24023 (PANTHER); PTHR24023 (PANTHER); PTHR24023 (PANTHER); PTHR24023:SF519 (PANTHER); PTHR24023:SF519 (PANTHER); PTHR24023:SF519 (PANTHER); PTHR24023 (PANTHER); PTHR24023:SF519 (PANTHER); PTHR24023 (PANTHER); PTHR24023 (PANTHER); PTHR24023:SF519 (PANTHER); PTHR24023 (PANTHER); IPR001442 (PROSITE_PROFILES); IPR016187 (SUPERFAMILY); IPR016187 (SUPERFAMILY)
snap_masked-scaffold10675_len62077_cov75-processed-gene-0.25	---NA---	158							no IPS match
maker-scaffold28350_len19434_cov78-snap-gene-0.33	cilia- and flagella-associated 47-like isoform X1	437	20	3.86E-83	52.95%				PTHR23053 (PANTHER); PTHR23053:SF15 (PANTHER)
maker-scaffold28350_len19434_cov78-augustus-gene-0.26	calponin homology domain-containing 2	152	20	4.7E-24	49.9%				no IPS match
snap_masked-scaffold149916_len19966_cov83_single-processed-gene-0.8	---NA---	120							no IPS match
maker-scaffold205_len38560_cov78-snap-gene-0.32	Twitchin	367	20	9.34E-25	43.75%	3	F:protein binding; F:transmembrane receptor protein tyrosine kinase activity; P:transmembrane receptor protein tyrosine kinase signaling pathway	EC:2.7.10; EC:2.7.10.1; EC:2.7.11	IPR003598 (SMART); IPR003599 (SMART); IPR013783 (G3DSA:2.60.40.GENE3D); IPR016243 (PIRSF); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013098 (PFAM); PTHR10489 (PANTHER); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (SUPERFAMILY); IPR007110 (SUPERFAMILY)
maker-scaffold205_len38560_cov78-augustus-gene-0.28	muscle M-line assembly unc-89-like	532	20	9.28E-146	60.3%	1	F:protein binding		IPR003598 (SMART); IPR003599 (SMART); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013098 (PFAM); PTHR10489:SF612 (PANTHER); PTHR10489 (PANTHER); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); cd00096 (CDD); cd00096 (CDD); IPR007110 (SUPERFAMILY); IPR007110 (SUPERFAMILY); IPR007110 (SUPERFAMILY); IPR007110 (SUPERFAMILY); IPR007110 (SUPERFAMILY)
